campagne;campagne_(filtres);nom;format;etat;PAD;date_de_debut_prevue;date_de_fin_prevue;annonceur;Responsable commercial;volume_total_prevu;Groupe d'insertions
EDF PARR METEO - 60582;EDF PARR METEO - 60582;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/08/2020;31/08/2020;EDF PAIEMENTS (REUNION);BONJOUR Cyrille;2059;
EDF PARR METEO - 60582;EDF PARR METEO - 60582;PORTAIL ART 2014 /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo, /Programmes/Info & Mag/Meteo, /Programmes/Info & Mag/Meteo - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;01/08/2020;31/08/2020;EDF PAIEMENTS (REUNION);BONJOUR Cyrille;26614;
EDF PARR METEO - 62352;EDF PARR METEO - 62352;PORTAIL ART 2014 - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/10/2020;31/10/2020;EDF PAIEMENTS (REUNION);BONJOUR Cyrille;1144643;EXTENSION WEB : METEO 12H55
EDF PARR METEO - 62352;EDF PARR METEO - 62352;PORTAIL ART 2014 - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;01/10/2020;31/10/2020;EDF PAIEMENTS (REUNION);BONJOUR Cyrille;2110006;EXTENSION WEB : METEO 12H55
EDF PARR METEO - 62352;EDF PARR METEO - 62352;PORTAIL ART 2014 - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;01/10/2020;31/10/2020;EDF PAIEMENTS (REUNION);BONJOUR Cyrille;148079;EXTENSION WEB : METEO 12H55
EDF PARR METEO - 62352;EDF PARR METEO - 62352;PORTAIL ART 2014 - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;01/10/2020;31/10/2020;EDF PAIEMENTS (REUNION);BONJOUR Cyrille;153993;EXTENSION WEB : METEO 12H55
EIG FINANCES REUNION - 62518;EIG FINANCES REUNION - 62518;PRODUCTION D'UN SPOT EN INFOGRAPHIE;-;Reservee;Non;24/09/2020;24/09/2020;EIG FINANCES REUNION;LACOUTURE Juliette;0;
ELECTRONICA - 59088;ELECTRONICA - 59088;OUVERTURE CATALOGUE RODZAFER;-;Confirmee;Non;29/05/2020;11/07/2020;JIAG HOLDING;AUFFRET Jerome;0;
ESPACE DECO - 54797;ESPACE DECO - 54797;INSTREAM VIDEO 25S TF1;INSTREAM;Confirmee;Non;04/07/2020;19/07/2020;ESPACE DECO;BOURSIER Estelle;3008;INSTREAM VIDEO 25S AR/LINFO/TF1/M6/DAILYMOTION
ESPACE DECO - 54797;ESPACE DECO - 54797;INSTREAM VIDEO 25S DAILYMOTION;INSTREAM;Confirmee;Non;04/07/2020;19/07/2020;ESPACE DECO;BOURSIER Estelle;4812;INSTREAM VIDEO 25S AR/LINFO/TF1/M6/DAILYMOTION
ESPACE DECO - 54797;ESPACE DECO - 54797;INSTREAM VIDEO 25S M6;INSTREAM;Confirmee;Non;04/07/2020;19/07/2020;ESPACE DECO;BOURSIER Estelle;5714;INSTREAM VIDEO 25S AR/LINFO/TF1/M6/DAILYMOTION
ESPACE DECO - 54797;ESPACE DECO - 54797;INSTREAM VIDEO 30S LINFO/AR;INSTREAM;Confirmee;Non;04/07/2020;19/07/2020;ESPACE DECO;BOURSIER Estelle;16541;INSTREAM VIDEO 25S AR/LINFO/TF1/M6/DAILYMOTION
ESPACE DECO - 54797;ESPACE DECO - 54797;INSTREAM VIDEO 30S M6;INSTREAM;Confirmee;Non;01/08/2020;14/08/2020;ESPACE DECO;BOURSIER Estelle;4000;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
ESPACE DECO - 54797;ESPACE DECO - 54797;INSTREAM VIDEO 30S TF1;INSTREAM;Confirmee;Non;01/08/2020;14/08/2020;ESPACE DECO;BOURSIER Estelle;3668;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
ESPACE DECO - 54797;ESPACE DECO - 54797;INSTREAM VIDEO 30S AR/LINFO;INSTREAM;Confirmee;Non;01/08/2020;14/08/2020;ESPACE DECO;BOURSIER Estelle;13362;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
ESPACE DECO - 54797;ESPACE DECO - 54797;INSTREAM VIDEO 30S DAILYMOTION;INSTREAM;Confirmee;Non;01/08/2020;14/08/2020;ESPACE DECO;BOURSIER Estelle;5841;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
ESPACE DECO - 63939;ESPACE DECO - 63939;2020 - RG INSTREAM - 2020 - INSTREAM;INSTREAM;Confirmee;Non;11/11/2020;29/11/2020;ESPACE DECO;BOURSIER Estelle;26871;
ESPACE DECO PAR MASK SINGER - 63112;ESPACE DECO PAR MASK SINGER - 63112;PORTAIL ART 2014 /Programmes/Emissions/Mask-Singer - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;18/10/2020;29/11/2020;ESPACE DECO;BOURSIER Estelle;0;
ESPACE DECO PAR MASK SINGER - 63112;ESPACE DECO PAR MASK SINGER - 63112;PORTAIL ART 2014 /Programmes/Emissions/Mask-Singer, /Programmes/Emissions/Mask-Singer, /Programmes/Emissions/Mask-Singer - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;18/10/2020;29/11/2020;ESPACE DECO;BOURSIER Estelle;0;
ESPACE DECO PAR MASK SINGER - 63112;ESPACE DECO PAR MASK SINGER - 63112;PORTAIL ART 2014 /Programmes/Emissions/Mask-Singer - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;18/10/2020;29/11/2020;ESPACE DECO;BOURSIER Estelle;0;
ESPACE DECO PAR MASK SINGER - 63112;ESPACE DECO PAR MASK SINGER - 63112;PORTAIL ART 2014 /Programmes/Emissions/Mask-Singer - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;18/10/2020;29/11/2020;ESPACE DECO;BOURSIER Estelle;0;
EUPHYTOSE NUIT - 60679;EUPHYTOSE NUIT - 60679;INSTREAM 13S TF1;INSTREAM;Confirmee;Non;31/08/2020;04/10/2020;BAYER HEALTH CARE;TF1 TF1;9660;
EUPHYTOSE NUIT - 60679;EUPHYTOSE NUIT - 60679;INSTREAM 13S LINFO/AR;INSTREAM;Confirmee;Non;31/08/2020;04/10/2020;BAYER HEALTH CARE;TF1 TF1;42774;
EUPHYTOSE NUIT - 60679;EUPHYTOSE NUIT - 60679;INSTREAM 13S DAILYMOTION;INSTREAM;Confirmee;Non;31/08/2020;04/10/2020;BAYER HEALTH CARE;TF1 TF1;12502;
EUPHYTOSE NUIT - 60679;EUPHYTOSE NUIT - 60679;INSTREAM 13S M6;INSTREAM;Confirmee;Non;31/08/2020;04/10/2020;BAYER HEALTH CARE;TF1 TF1;13130;
FDJ ILLIKO - 63209;FDJ ILLIKO - 63209;INSTREAM VIDEO 16S AR/LINFO/TF1/M6/DAILYMOTION;INSTREAM;Confirmee;Non;31/10/2020;22/11/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;132540;
FDJ ILLIKO PCFA DECEMBRE 2020 - 63585;FDJ ILLIKO PCFA DECEMBRE 2020 - 63585;2020 - RG INSTREAM - 2020 - INSTREAM;INSTREAM;Reservee;Non;06/12/2020;27/12/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;177211;
FDJ JEUX RESPONSABLES - 60651;FDJ JEUX RESPONSABLES - 60651;INSTREAM 17S TF1;INSTREAM;Confirmee;Non;01/08/2020;30/08/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;20968;
FDJ JEUX RESPONSABLES - 60651;FDJ JEUX RESPONSABLES - 60651;<INSTREAM 17S DAILYMOTION;INSTREAM;Confirmee;Non;01/08/2020;30/08/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;36751;
FDJ JEUX RESPONSABLES - 60651;FDJ JEUX RESPONSABLES - 60651;INSTREAM 17S AR/LINFO;INSTREAM;Confirmee;Non;01/08/2020;30/08/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;92307;
FDJ JEUX RESPONSABLES - 60651;FDJ JEUX RESPONSABLES - 60651;INSTREAM 17S M6;INSTREAM;Confirmee;Non;01/08/2020;30/08/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;17154;
FDJ KENO - 62430;FDJ KENO - 62430;INSTREAM 30S/20S/6S m6;INSTREAM;Confirmee;Non;19/10/2020;01/11/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;8427;
FDJ KENO - 62430;FDJ KENO - 62430;INSTREAM 30S/20S/6S linfo/ar;INSTREAM;Confirmee;Non;19/10/2020;01/11/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;36958;
FDJ KENO - 62430;FDJ KENO - 62430;INSTREAM 30S/20S/6S dailymotion;INSTREAM;Confirmee;Non;19/10/2020;01/11/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;10795;
FDJ KENO - 62430;FDJ KENO - 62430;INSTREAM 30S/20S/6S tf1;INSTREAM;Confirmee;Non;19/10/2020;01/11/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;11273;
FDJ PATRIMOINE - 60655;FDJ PATRIMOINE - 60655;INSTREAM 18S TF1;INSTREAM;Confirmee;Non;08/09/2020;19/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;5576;
FDJ PATRIMOINE - 60655;FDJ PATRIMOINE - 60655;INSTREAM 18S LINFO/AR;INSTREAM;Confirmee;Non;08/09/2020;19/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;22056;
FDJ PATRIMOINE - 60655;FDJ PATRIMOINE - 60655;INSTREAM 18S DAILYMOTION;INSTREAM;Confirmee;Non;08/09/2020;19/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;8026;
FDJ PATRIMOINE - 60655;FDJ PATRIMOINE - 60655;INSTREAM 18S M6;INSTREAM;Confirmee;Non;08/09/2020;19/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;8238;
FDJ PATRIMOINE ILLIKO - 60657;FDJ PATRIMOINE ILLIKO - 60657;INSTREAM 6S TF1;INSTREAM;Confirmee;Non;31/08/2020;20/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;6539;
FDJ PATRIMOINE ILLIKO - 60657;FDJ PATRIMOINE ILLIKO - 60657;INSTREAM 6S DAILYMOTION;INSTREAM;Confirmee;Non;31/08/2020;20/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;8489;
FDJ PATRIMOINE ILLIKO - 60657;FDJ PATRIMOINE ILLIKO - 60657;INSTREAM 6S LINFO/AR;INSTREAM;Confirmee;Non;31/08/2020;20/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;29081;
FDJ PATRIMOINE ILLIKO - 60657;FDJ PATRIMOINE ILLIKO - 60657;INSTREAM 15S LINFO/AR;INSTREAM;Confirmee;Non;31/08/2020;20/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;29070;
FDJ PATRIMOINE ILLIKO - 60657;FDJ PATRIMOINE ILLIKO - 60657;INSTREAM 15S M6;INSTREAM;Confirmee;Non;31/08/2020;20/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;8850;
FDJ PATRIMOINE ILLIKO - 60657;FDJ PATRIMOINE ILLIKO - 60657;INSTREAM 15S DAILYMOTION;INSTREAM;Confirmee;Non;31/08/2020;20/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;8486;
FDJ PATRIMOINE ILLIKO - 60657;FDJ PATRIMOINE ILLIKO - 60657;INSTREAM 15S TF1;INSTREAM;Confirmee;Non;31/08/2020;20/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;6603;
FDJ PATRIMOINE ILLIKO - 60657;FDJ PATRIMOINE ILLIKO - 60657;INSTREAM 6S M6;INSTREAM;Confirmee;Non;31/08/2020;20/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;8914;
FDJ SMJG - 59006;FDJ SMJG - 59006;INSTREAM VIDEO 20S linfo/ar;INSTREAM;Confirmee;Non;29/06/2020;03/07/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;39710;
FDJ SMJG - 59006;FDJ SMJG - 59006;INSTREAM VIDEO 20S m6;INSTREAM;Confirmee;Non;29/06/2020;03/07/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;13928;
FDJ SMJG - 59006;FDJ SMJG - 59006;INSTREAM VIDEO 20S tf1;INSTREAM;Confirmee;Non;29/06/2020;03/07/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;7017;
FDJ SMJG - 59006;FDJ SMJG - 59006;INSTREAM VIDEO 20S DAILYMOTION;INSTREAM;Confirmee;Non;29/06/2020;03/07/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;12750;
FDJ SMJG - SEPT 2020 - 61322;FDJ SMJG - SEPT 2020 - 61322;INSTREAM 10S DAILYMOTION;INSTREAM;Confirmee;Non;21/09/2020;25/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;199;INSTREAM 44S10S 6S/ AR/LINFO/TF1/M6/DAILYMOTION
FDJ SMJG - SEPT 2020 - 61322;FDJ SMJG - SEPT 2020 - 61322;INSTREAM 44S DAILYMOTION;INSTREAM;Confirmee;Non;21/09/2020;25/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;7676;INSTREAM 44S10S 6S/ AR/LINFO/TF1/M6/DAILYMOTION
FDJ SMJG - SEPT 2020 - 61322;FDJ SMJG - SEPT 2020 - 61322;INSTREAM 6S TF1;INSTREAM;Confirmee;Non;21/09/2020;25/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;2335;INSTREAM 44S10S 6S/ AR/LINFO/TF1/M6/DAILYMOTION
FDJ SMJG - SEPT 2020 - 61322;FDJ SMJG - SEPT 2020 - 61322;INSTREAM 6S M6;INSTREAM;Confirmee;Non;21/09/2020;25/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;3450;INSTREAM 44S10S 6S/ AR/LINFO/TF1/M6/DAILYMOTION
FDJ SMJG - SEPT 2020 - 61322;FDJ SMJG - SEPT 2020 - 61322;INSTREAM 10S TF1;INSTREAM;Confirmee;Non;21/09/2020;25/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;2572;INSTREAM 44S10S 6S/ AR/LINFO/TF1/M6/DAILYMOTION
FDJ SMJG - SEPT 2020 - 61322;FDJ SMJG - SEPT 2020 - 61322;INSTREAM 10S M6;INSTREAM;Confirmee;Non;21/09/2020;25/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;3685;INSTREAM 44S10S 6S/ AR/LINFO/TF1/M6/DAILYMOTION
FDJ SMJG - SEPT 2020 - 61322;FDJ SMJG - SEPT 2020 - 61322;INSTREAM 10S LINFO/AR;INSTREAM;Confirmee;Non;21/09/2020;25/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;7898;INSTREAM 44S10S 6S/ AR/LINFO/TF1/M6/DAILYMOTION
FDJ SMJG - SEPT 2020 - 61322;FDJ SMJG - SEPT 2020 - 61322;INSTREAM 6S DAILYMOTION;INSTREAM;Confirmee;Non;21/09/2020;25/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;134;INSTREAM 44S10S 6S/ AR/LINFO/TF1/M6/DAILYMOTION
FDJ SMJG - SEPT 2020 - 61322;FDJ SMJG - SEPT 2020 - 61322;INSTREAM 6S LINFO/AR;INSTREAM;Confirmee;Non;21/09/2020;25/09/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;8435;INSTREAM 44S10S 6S/ AR/LINFO/TF1/M6/DAILYMOTION
FDJ SPLF - 62215;FDJ SPLF - 62215;INSTREAM 30S DAILYMOTION;INSTREAM;Confirmee;Non;28/09/2020;03/10/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;4225;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
FDJ SPLF - 62215;FDJ SPLF - 62215;INSTREAM 30S tf1;INSTREAM;Confirmee;Non;28/09/2020;03/10/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;2848;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
FDJ SPLF - 62215;FDJ SPLF - 62215;INSTREAM 30S linfo/ar;INSTREAM;Confirmee;Non;28/09/2020;03/10/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;14459;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
FDJ SPLF - 62215;FDJ SPLF - 62215;INSTREAM 30S m6;INSTREAM;Confirmee;Non;28/09/2020;03/10/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;4866;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
FDJ-EUROMILLIONS - 63414;FDJ-EUROMILLIONS - 63414;2020 - RG INSTREAM - 2020 - INSTREAM;INSTREAM;Confirmee;Non;15/11/2020;20/11/2020;LA FRANCAISE DES JEUX;BONJOUR Cyrille;132540;
FICASA MISS REUNION - 60479;FICASA MISS REUNION - 60479;production Miss Reunion;-;Confirmee;Non;22/07/2020;22/07/2020;FICASA (SAINTE SUZANNE);VIRAMOUTOU David;0;
FIDUCIAIRE ADJIBI PARR ACTU/MAG  - 61276;FIDUCIAIRE ADJIBI PARR ACTU/MAG  - 61276;PORTAIL ART 2014 /Programmes/Info & Mag/66 Minutes, /Programmes/Info & Mag/7 à 8 Life, /Programmes/Info & Mag/90 Enquête, /Programmes/Info & Mag/Capitale/, /Programmes/Info & Mag/Zone Interdite/ - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;01/09/2020;30/09/2020;FIDUCIAIRE ADJIBI;BOURSIER Estelle;324;
FIDUCIAIRE ADJIBI PARR ACTU/MAG  - 61276;FIDUCIAIRE ADJIBI PARR ACTU/MAG  - 61276;PORTAIL ART 2014 /Programmes/Info & Mag/66 Minutes, /Programmes/Info & Mag/7 à 8 Life, /Programmes/Info & Mag/90 Enquête, /Programmes/Info & Mag/Capitale/, /Programmes/Info & Mag/Zone Interdite/ - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;01/09/2020;30/09/2020;FIDUCIAIRE ADJIBI;BOURSIER Estelle;347;
FIDUCIAIRE ADJIBI PARR ACTU/MAG  - 61276;FIDUCIAIRE ADJIBI PARR ACTU/MAG  - 61276;PORTAIL ART 2014 /Programmes/Info & Mag/66 Minutes, /Programmes/Info & Mag/66 Minutes, /Programmes/Info & Mag/7 à 8 Life, /Programmes/Info & Mag/7 à 8 Life, /Programmes/Info & Mag/90 Enquête, /Programmes/Info & Mag/90 Enquête, /Programmes/Info & Mag/Capitale/, /Programmes/Info & Mag/Capitale/, /Programmes/Info & Mag/Capitale/, /Programmes/Info & Mag/Zone Interdite/, /Programmes/Info & Mag/Zone Interdite/, /Programmes/Info & Mag/Zone Interdite/ - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;01/09/2020;30/09/2020;FIDUCIAIRE ADJIBI;BOURSIER Estelle;898;
FIDUCIAIRE ADJIBI PARR ACTU/MAG  - 61276;FIDUCIAIRE ADJIBI PARR ACTU/MAG  - 61276;PORTAIL ART 2014 /Programmes/Info & Mag/66 Minutes, /Programmes/Info & Mag/7 à 8 Life, /Programmes/Info & Mag/90 Enquête, /Programmes/Info & Mag/Capitale/, /Programmes/Info & Mag/Zone Interdite/ - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/09/2020;30/09/2020;FIDUCIAIRE ADJIBI;BOURSIER Estelle;320;
FISCHER - 63644;FISCHER - 63644;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;GRAND ANGLE;Confirmee;Non;18/11/2020;02/12/2020;SOREBRA;BOURSIER Estelle;121637;20-RESEAU ASB-GRAND ANGLE RG
FISCHER - 63644;FISCHER - 63644;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;GRAND ANGLE;Confirmee;Non;18/11/2020;02/12/2020;SOREBRA;BOURSIER Estelle;112281;20-RESEAU ASB-GRAND ANGLE RG
FISCHER - 63644;FISCHER - 63644;2020 - HABILLAGE APP - 2020 - HABILLAGE APPLI;HABILLAGE;Confirmee;Non;18/11/2020;02/12/2020;SOREBRA;BOURSIER Estelle;52632;20-RESEAU ASB-HABILLAGE RG
FISCHER - 63644;FISCHER - 63644;2020 - RG HABILLAGE - 2020 - HABILLAGE;HABILLAGE;Confirmee;Non;18/11/2020;02/12/2020;SOREBRA;BOURSIER Estelle;142300;20-RESEAU ASB-HABILLAGE RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION;INSTREAM;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;20000;
FORD TRANSIT - 60241;FORD TRANSIT - 60241;V1 - INSTREAM 30S AR/LINFO;INSTREAM;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;20000;
FORD TRANSIT - 60241;FORD TRANSIT - 60241;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;24500; V1 - 2020 RESEAU ASB INTERSTITIEL RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;INTERSTITIEL SUR ACTU REUNION;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;2500;2020 RESEAU ASB INTERSTITIEL RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;INTERSTITIEL SUR APPLI ACTU REUNION;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;2500; V1 - 2020 RESEAU ASB INTERSTITIEL RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;12500; V1 - 2020 RESEAU ASB INTERSTITIEL RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;4000;V1 - 2020 RESEAU ASB GRAND ANGLE RG 
FORD TRANSIT - 60241;FORD TRANSIT - 60241;INSTREAM 30S DAILYMOTION;INSTREAM;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;11400;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
FORD TRANSIT - 60241;FORD TRANSIT - 60241;INSTREAM 30S M6;INSTREAM;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;1600;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
FORD TRANSIT - 60241;FORD TRANSIT - 60241;INSTREAM 30S TF1;INSTREAM;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;1400;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
FORD TRANSIT - 60241;FORD TRANSIT - 60241;INSTREAM 30S AR/LINFO;INSTREAM;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;5600;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
FORD TRANSIT - 60241;FORD TRANSIT - 60241;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;30000;2020 RESEAU ASB GRAND ANGLE RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;4000;2020 RESEAU ASB GRAND ANGLE RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;16000;2020 RESEAU ASB GRAND ANGLE RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;50000;2020 RESEAU ASB GRAND ANGLE RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;2000;2020 RESEAU ASB INTERSTITIEL RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;12500;2020 RESEAU ASB INTERSTITIEL RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;8500;2020 RESEAU ASB INTERSTITIEL RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;24500;2020 RESEAU ASB INTERSTITIEL RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;30000;V1 - 2020 RESEAU ASB GRAND ANGLE RG 
FORD TRANSIT - 60241;FORD TRANSIT - 60241;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;16000;V1 - 2020 RESEAU ASB GRAND ANGLE RG 
FORD TRANSIT - 60241;FORD TRANSIT - 60241;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;50000;V1 - 2020 RESEAU ASB GRAND ANGLE RG 
FORD TRANSIT - 60241;FORD TRANSIT - 60241;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;8500; V1 - 2020 RESEAU ASB INTERSTITIEL RG
FORD TRANSIT - 60241;FORD TRANSIT - 60241;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;08/07/2020;06/08/2020;CMM AUTOMOBILES;LACOUTURE Juliette;2000; V1 - 2020 RESEAU ASB INTERSTITIEL RG
FRAIS DE PROD BNPI - 60221;FRAIS DE PROD BNPI - 60221;boost facebook;-;Confirmee;Non;20/09/2020;20/09/2020;BNP PARIBAS REUNION;LACOUTURE Juliette;0;
